Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Electricity:Facility [J](Hourly)
 01/01  01:00:00,6.058333333,47.58333333,2.308333333,0,0,864359061.7
 01/01  02:00:00,5.6,50.66666667,2.391666667,0,0,862803367.7
 01/01  03:00:00,5.25,47.83333333,2.308333333,0,0,864385446.4
 01/01  04:00:00,5.641666667,42.91666667,2.1,0,0,862817195.9
 01/01  05:00:00,6.1,38.83333333,2.1,0,0,908395380.5
 01/01  06:00:00,6.1,40.91666667,2.1,0,0,994836143.5
 01/01  07:00:00,6.1,42.41666667,2.1,0,0,1172422440
 01/01  08:00:00,6.1,39.08333333,0.875,10.5,15.5,1166572869
 01/01  09:00:00,6.45,37.58333333,0.875,40.75,205.6666667,1075855757
 01/01  10:00:00,8.275,35.08333333,1.85,34.5,775.75,942257410.4
 01/01  11:00:00,11.03333333,28.33333333,0.875,54.16666667,900.75,767802655
 01/01  12:00:00,13.19166667,22.66666667,0.875,71.58333333,938.25,974643096
 01/01  13:00:00,15.18333333,18.08333333,2.725,93.58333333,914.6666667,1122052467
 01/01  14:00:00,16.45,16.58333333,3.6,177.5833333,636.8333333,1023354313
 01/01  15:00:00,16.99166667,17.58333333,2.725,239.75,178,760002488.7
 01/01  16:00:00,17.2,18,1.75,167.6666667,26,759999299.5
 01/01  17:00:00,16.90833333,19.16666667,1.85,68.58333333,20.16666667,935998939.9
 01/01  18:00:00,15.35833333,23.5,0.875,7.583333333,3.75,1191027469
 01/01  19:00:00,13.11666667,30.08333333,0.875,0,0,1252541880
 01/01  20:00:00,11.55833333,35.91666667,1.5,0,0,1164542061
 01/01  21:00:00,10.80833333,36.83333333,0.625,0,0,1164542053
 01/01  22:00:00,9.608333333,38.91666667,0,0,0,1081215317
 01/01  23:00:00,8.55,36.91666667,1.516666667,0,0,996333191.7
 01/01  24:00:00,7.366666667,37.5,2.6,0,0,906782940.8
 01/02  01:00:00,6.35,38.25,2.308333333,0,0,1043782909
 01/02  02:00:00,5.808333333,37.58333333,2.1,0,0,1042227128
 01/02  03:00:00,5.25,38,2.683333333,0,0,1043811500
 01/02  04:00:00,5.35,36.83333333,2.808333333,0,0,1042249176
 01/02  05:00:00,5.25,38.33333333,2.308333333,0,0,1087832132
 01/02  06:00:00,4.358333333,42.91666667,0.875,0,0,1263980201
 01/02  07:00:00,4.191666667,42.66666667,0,0,0,1559208353
 01/02  08:00:00,4.4,42.16666667,0,8.666666667,109.5,1910015624
 01/02  09:00:00,6.383333333,38.91666667,0,36.66666667,527.5,3785123556
 01/02  10:00:00,9.433333333,33.08333333,0,63.5,643.1666667,3651958770
 01/02  11:00:00,11.53333333,30.41666667,0,110.6666667,663.9166667,3475483912
 01/02  12:00:00,13.48333333,28.83333333,1.516666667,114.0833333,821.0833333,3845793483
 01/02  13:00:00,15.1,26.83333333,1.083333333,194.75,654.1666667,3764348583
 01/02  14:00:00,15.89166667,26,0,254.8333333,447.75,3997632020
 01/02  15:00:00,16.74166667,26,0.875,201,510.3333333,4060057769
 01/02  16:00:00,16.90833333,26.58333333,2.141666667,151.6666667,192.6666667,4060638007
 01/02  17:00:00,16.05833333,28.75,3.475,81.08333333,31.75,4178219304
 01/02  18:00:00,14.60833333,32.33333333,1.708333333,8.916666667,2.5,3803519129
 01/02  19:00:00,12.90833333,36.33333333,1.808333333,0,0,3050239358
 01/02  20:00:00,11.26666667,42.08333333,1.291666667,0,0,2624189952
 01/02  21:00:00,10.25,45.58333333,0,0,0,2086323448
 01/02  22:00:00,9.65,46,0,0,0,1998516678
 01/02  23:00:00,9.108333333,48.33333333,0,0,0,1257683939
 01/02  24:00:00,8.55,47.66666667,0.875,0,0,1079970804
 01/03  01:00:00,8.008333333,46,1.85,0,0,1035970896
 01/03  02:00:00,7.158333333,48.91666667,1.75,0,0,1035970893
 01/03  03:00:00,6.7,48.66666667,2.141666667,0,0,1035970893
 01/03  04:00:00,6.35,47,1.083333333,0,0,1035970892
 01/03  05:00:00,5.808333333,53.41666667,0,0,0,1079970807
 01/03  06:00:00,5.25,63.83333333,0.875,0,0,1257688756
 01/03  07:00:00,5,68,1.85,0,0,1553166223
 01/03  08:00:00,5,68,0.875,8.166666667,108.8333333,1905555246
 01/03  09:00:00,5.641666667,66.25,1.516666667,38.75,536,3783955573
 01/03  10:00:00,7.733333333,57.41666667,3.475,53.25,735,3651473967
 01/03  11:00:00,10.18333333,47.91666667,3.516666667,94.16666667,778.0833333,3475176103
 01/03  12:00:00,12.09166667,41.5,2.516666667,125.8333333,762.9166667,3585011191
 01/03  13:00:00,14.08333333,35.5,0.875,142.5833333,721.5,3706443859
 01/03  14:00:00,15.35,32.41666667,0,192,434.1666667,3967605795
 01/03  15:00:00,15.6,32,0,197.6666667,55.75,3971776540
 01/03  16:00:00,15.6,32,0.875,109.1666667,1.666666667,3972070861
 01/03  17:00:00,15.25,34.33333333,1.85,38.41666667,0,4127703801
 01/03  18:00:00,14.65,37.75,2.1,3.916666667,0,3808254614
 01/03  19:00:00,13.75833333,41.91666667,0.875,0,0,3098073383
 01/03  20:00:00,13.3,44,1.808333333,0,0,2981991184
 01/03  21:00:00,12.65833333,45.75,2.166666667,0,0,2411075203
 01/03  22:00:00,11.55833333,50.5,0.625,0,0,2100999204
 01/03  23:00:00,11.1,51.83333333,0,0,0,1257683938
 01/03  24:00:00,10.45833333,52.75,1.225,0,0,1079970807
 01/04  01:00:00,10,56.91666667,1.75,0,0,1035970901
 01/04  02:00:00,10,59,0.625,0,0,1035970903
 01/04  03:00:00,10,59,0,0,0,1035970902
 01/04  04:00:00,10.35,57.83333333,1.808333333,0,0,1035970904
 01/04  05:00:00,10.6,57,3.1,0,0,1079970815
 01/04  06:00:00,10.25,57,3.683333333,0,0,1257688745
 01/04  07:00:00,10,59.33333333,3.516666667,0,0,1549983420
 01/04  08:00:00,9.65,63.91666667,1.291666667,12.5,0,1903665441
 01/04  09:00:00,9.75,64.83333333,0,67.08333333,2.666666667,3783730133
 01/04  10:00:00,10,64,0,124.3333333,12.16666667,3651423931
 01/04  11:00:00,11.925,54.08333333,2.1,150.4166667,12.08333333,3564376338
 01/04  12:00:00,14.29166667,44.08333333,2.375,277.4166667,113.25,3891578613
 01/04  13:00:00,16.28333333,37.33333333,1.5,241,380.25,3845206738
 01/04  14:00:00,17.84166667,32.83333333,1.5,239.5,353.8333333,4096545826
 01/04  15:00:00,18.65,30.25,0.625,212.75,93.83333333,4107994072
 01/04  16:00:00,19.19166667,28.41666667,0,162.0833333,42.66666667,4116223211
 01/04  17:00:00,19.10833333,29.75,0,79,11.41666667,4293665078
 01/04  18:00:00,18.25833333,32.16666667,0,8.333333333,0.833333333,3999100277
 01/04  19:00:00,16.80833333,38.83333333,1.225,0,0,3305094701
 01/04  20:00:00,15.45833333,44.75,0.875,0,0,3127511999
 01/04  21:00:00,14.65,48.91666667,0.875,0,0,2534553976
 01/04  22:00:00,14.10833333,51,0.625,0,0,2410412450
 01/04  23:00:00,13.25833333,53.33333333,0,0,0,1257683948
 01/04  24:00:00,12.8,55,1.225,0,0,1079970816
 01/05  01:00:00,12.45,56.16666667,1.75,0,0,1035970908
 01/05  02:00:00,11.90833333,59.91666667,2.141666667,0,0,1035970909
 01/05  03:00:00,11.35,64.33333333,1.958333333,0,0,1035970906
 01/05  04:00:00,11.1,66,1.5,0,0,1035970907
 01/05  05:00:00,11.1,66,3.016666667,0,0,1079970815
 01/05  06:00:00,11.1,66,3.516666667,0,0,1257688755
 01/05  07:00:00,11.45,63.66666667,3.975,0,0,1600585752
 01/05  08:00:00,11.05833333,67.83333333,3.141666667,4,0,1954689991
 01/05  09:00:00,10.89166667,70.25,2.391666667,19.08333333,0,3835102596
 01/05  10:00:00,11.1,73.66666667,2.891666667,37.33333333,0,3678188036
 01/05  11:00:00,11.45,75.25,2.808333333,68.58333333,0,3475401314
 01/05  12:00:00,12.34166667,69.91666667,2.6,94.41666667,0,3591689198
 01/05  13:00:00,13.44166667,64.08333333,1.083333333,181.4166667,0,3681040130
 01/05  14:00:00,14.19166667,64.91666667,1.808333333,189.5833333,0,3912866611
 01/05  15:00:00,14.10833333,65.25,3.391666667,137.0833333,0,3910922605
 01/05  16:00:00,13.9,64,2.375,75,0,3893457832
 01/05  17:00:00,13.9,64,1.5,24.66666667,0,4069411747
 01/05  18:00:00,13.9,65.75,1.5,3.166666667,0,3784876117
 01/05  19:00:00,13.55,67,1.5,0,0,3104339408
 01/05  20:00:00,13.00833333,69.91666667,1.85,0,0,2975529689
 01/05  21:00:00,13.09166667,69.08333333,2.1,0,0,2443638204
 01/05  22:00:00,13.3,68.16666667,2.683333333,0,0,2370268278
 01/05  23:00:00,12.65833333,73.66666667,2.166666667,0,0,1257683952
 01/05  24:00:00,11.55833333,82.25,2.433333333,0,0,1079970820
 01/06  01:00:00,10.80833333,90.08333333,1.291666667,0,0,1035970911
 01/06  02:00:00,10.6,93,0,0,0,1035970910
 01/06  03:00:00,10.25,93,0,0,0,1035970908
 01/06  04:00:00,9.65,93,0,0,0,1035970907
 01/06  05:00:00,9.4,94.75,0,0,0,1079970818
 01/06  06:00:00,9.108333333,96,0,0,0,1257688775
 01/06  07:00:00,8.55,96,0,0,0,1560426625
 01/06  08:00:00,8.3,96,1.225,13.33333333,7.5,1903957083
 01/06  09:00:00,8.3,98.33333333,2.683333333,70,24,3783993782
 01/06  10:00:00,8.65,97.66666667,2.516666667,141.6666667,62.66666667,3651573357
 01/06  11:00:00,10.18333333,88.41666667,2.1,220.3333333,380.9166667,3474924112
 01/06  12:00:00,12.38333333,76.58333333,2.391666667,177.0833333,657.4166667,3647205346
 01/06  13:00:00,13.94166667,67.91666667,2.891666667,182,688.3333333,3718338061
 01/06  14:00:00,15.1,59.75,2.516666667,192.3333333,658.0833333,4001837438
 01/06  15:00:00,16.24166667,53.66666667,1.75,188.1666667,589.5833333,4107297574
 01/06  16:00:00,16.35,52,1.5,146.1666667,512.1666667,4072521004
 01/06  17:00:00,15.80833333,52,0.625,75.25,245.3333333,4189627491
 01/06  18:00:00,14.9,54.33333333,0,8.083333333,32.25,3839445888
 01/06  19:00:00,13.46666667,63.58333333,0.875,0,0,3096638508
 01/06  20:00:00,12.15833333,70.75,0.625,0,0,2729762749
 01/06  21:00:00,11.35,73.16666667,0,0,0,2085769705
 01/06  22:00:00,10.80833333,75.75,1.225,0,0,1997975462
 01/06  23:00:00,10.25,78.75,2.391666667,0,0,1257683958
 01/06  24:00:00,9.358333333,83.5,2.308333333,0,0,1079970823
 01/07  01:00:00,8.55,86,0.875,0,0,856544298.3
 01/07  02:00:00,8.3,84.25,1.516666667,0,0,856544293.7
 01/07  03:00:00,8.008333333,84.75,1.083333333,0,0,856544294.4
 01/07  04:00:00,7.8,86,0.875,0,0,856544292.7
 01/07  05:00:00,7.45,86,1.85,0,0,900544206.1
 01/07  06:00:00,6.908333333,86,2.1,0,0,988548860
 01/07  07:00:00,6.7,86,2.1,0,0,1550946325
 01/07  08:00:00,6.7,84.25,2.1,13.16666667,9.5,1545651928
 01/07  09:00:00,7.341666667,81.25,2.391666667,63.83333333,127.1666667,2349304745
 01/07  10:00:00,8.733333333,74.75,2.891666667,95.16666667,479,2216425981
 01/07  11:00:00,10.39166667,68.08333333,2.808333333,148.6666667,546,2040069037
 01/07  12:00:00,12.38333333,60.75,2.308333333,195.3333333,599.9166667,2257641604
 01/07  13:00:00,13.94166667,53.5,0.875,252.3333333,477.3333333,2438071672
 01/07  14:00:00,15.39166667,48.08333333,0.875,250.75,456.75,2538750647
 01/07  15:00:00,16.74166667,42.5,2.141666667,187.8333333,441.4166667,1738866771
 01/07  16:00:00,17.2,40,2.308333333,140.25,331.6666667,1765571037
 01/07  17:00:00,16.55833333,41.75,2.1,71.66666667,52.41666667,1903871472
 01/07  18:00:00,15.10833333,50.58333333,2.1,10.16666667,2.25,1759144928
 01/07  19:00:00,13.75833333,58.33333333,1.75,0,0,1252546716
 01/07  20:00:00,12.65833333,64.08333333,1.5,0,0,1164546883
 01/07  21:00:00,11.90833333,66.41666667,1.5,0,0,1164546887
 01/07  22:00:00,11.05833333,70.66666667,1.5,0,0,1076550287
 01/07  23:00:00,9.9,75.75,1.5,0,0,988544032.9
 01/07  24:00:00,9.108333333,78.75,1.85,0,0,900544210.5
 01/08  01:00:00,8.258333333,81.75,1.75,0,0,856542685.9
 01/08  02:00:00,7.45,83,1.5,0,0,856542691.9
 01/08  03:00:00,6.908333333,83,2.433333333,0,0,856542700.6
 01/08  04:00:00,6.35,84.75,2.808333333,0,0,856542700.5
 01/08  05:00:00,6.1,84.25,2.891666667,0,0,900542601.1
 01/08  06:00:00,6.1,83,3.1,0,0,988547254.1
 01/08  07:00:00,5.808333333,83,3.1,0,0,1169217726
 01/08  08:00:00,5.6,80.66666667,3.391666667,12,56.16666667,1166507965
 01/08  09:00:00,6.241666667,76.08333333,3.308333333,65.66666667,290.8333333,1075777913
 01/08  10:00:00,7.633333333,72.25,3.1,120.9166667,435.9166667,935998974.2
 01/08  11:00:00,9.933333333,65.16666667,1.291666667,152.3333333,567.6666667,759999315.5
 01/08  12:00:00,12.38333333,56.33333333,1.225,170.5833333,658.75,760002530.6
 01/08  13:00:00,13.94166667,50.66666667,2.1,166.5833333,670,760002532.9
 01/08  14:00:00,14.75,49.58333333,2.1,170.0833333,625.5833333,951351713.5
 01/08  15:00:00,15.35,46.5,1.75,168.4166667,543.8333333,937873931.2
 01/08  16:00:00,15.89166667,42.25,1.85,138.3333333,365.3333333,759999321.2
 01/08  17:00:00,15.80833333,41,2.1,74.75,174.3333333,935998974.6
 01/08  18:00:00,14.60833333,45.66666667,2.1,9.333333333,19.41666667,1160270305
 01/08  19:00:00,13.55,51.33333333,2.391666667,0,0,1252541895
 01/08  20:00:00,12.65833333,58.25,2.308333333,0,0,1164542080
 01/08  21:00:00,11.55833333,64.33333333,0.875,0,0,1164542087
 01/08  22:00:00,10.80833333,66,0,0,0,1076547066
 01/08  23:00:00,9.9,68.91666667,0,0,0,988542437.3
 01/08  24:00:00,9.108333333,72.75,0.875,0,0,900542611.1
 01/09  01:00:00,8.9,75.75,1.85,0,0,1035970918
 01/09  02:00:00,8.258333333,77,2.1,0,0,1035970919
 01/09  03:00:00,7.8,77,2.1,0,0,1035970918
 01/09  04:00:00,7.158333333,78.75,0.875,0,0,1040640391
 01/09  05:00:00,6.35,81.75,1.516666667,0,0,1086204775
 01/09  06:00:00,5.808333333,80.66666667,2.891666667,0,0,1265490257
 01/09  07:00:00,5.6,79,2.808333333,0,0,1554133919
 01/09  08:00:00,5.6,77.25,2.6,10.83333333,73.16666667,1906130774
 01/09  09:00:00,6.241666667,74.83333333,3.183333333,52.25,378.5,3784390404
 01/09  10:00:00,7.983333333,69.33333333,3.308333333,74.75,587.25,3651646150
 01/09  11:00:00,9.891666667,61.91666667,2.808333333,100.8333333,735.4166667,3475252284
 01/09  12:00:00,11.88333333,54.33333333,1.958333333,126.8333333,770.25,3585574638
 01/09  13:00:00,13.73333333,48.08333333,1.85,134.5,775.9166667,3691339413
 01/09  14:00:00,15.39166667,43.08333333,0.875,130.75,773.5833333,3996110429
 01/09  15:00:00,16.45,39.25,1.225,122.8333333,722.0833333,4081304097
 01/09  16:00:00,16.7,37.41666667,2.1,98.58333333,584.0833333,4087874183
 01/09  17:00:00,16.7,37,1.75,67.33333333,275.8333333,4242877903
 01/09  18:00:00,15.70833333,41.08333333,0.625,7.75,48.66666667,3855270069
 01/09  19:00:00,14.00833333,45.75,0,0,0,3117009097
 01/09  20:00:00,12.65833333,50.5,1.225,0,0,2949429414
 01/09  21:00:00,11.55833333,55.33333333,0.875,0,0,2137289467
 01/09  22:00:00,10.10833333,64,0.875,0,0,2049531116
 01/09  23:00:00,9.4,69,1.5,0,0,1257683969
 01/09  24:00:00,9.4,69,1.85,0,0,1079970835
 01/10  01:00:00,9.108333333,70.16666667,2.1,0,0,1035970928
 01/10  02:00:00,8.258333333,74.5,1.75,0,0,1035970925
 01/10  03:00:00,7.45,77,1.5,0,0,1035970927
 01/10  04:00:00,6.908333333,78.75,1.5,0,0,1035970922
 01/10  05:00:00,6.35,81.75,1.85,0,0,1079970835
 01/10  06:00:00,6.1,81.25,2.683333333,0,0,1257688787
 01/10  07:00:00,5.808333333,79.41666667,3.1,0,0,1551684575
 01/10  08:00:00,5.6,77.25,3.975,10.83333333,87,1904834831
 01/10  09:00:00,6.241666667,74.83333333,3.725,52.5,438.5,3783887328
 01/10  10:00:00,8.275,68.16666667,3.1,72.33333333,646.1666667,3651241436
 01/10  11:00:00,11.03333333,58.75,2.808333333,118.4166667,699.5,3474972743
 01/10  12:00:00,13.83333333,49.75,1.958333333,157.25,704.75,3847639763
 01/10  13:00:00,15.99166667,42.5,1.5,142.75,795,3859977530
 01/10  14:00:00,17.98333333,35.91666667,1.5,127.1666667,818.9166667,4121388863
 01/10  15:00:00,18.9,33,1.5,124.8333333,753.5833333,4136934223
 01/10  16:00:00,19.54166667,31.83333333,1.5,123.1666667,453,4139165684
 01/10  17:00:00,19.65,32.16666667,2.141666667,88.08333333,140.75,4311649056
 01/10  18:00:00,18.46666667,35.33333333,2.308333333,12.58333333,28.25,3978849602
 01/10  19:00:00,16.51666667,41.08333333,1.75,0,0,3289610578
 01/10  20:00:00,14.25833333,49.25,1.85,0,0,3048643191
 01/10  21:00:00,13.00833333,54.16666667,1.75,0,0,2429730007
 01/10  22:00:00,12.15833333,57.33333333,1.5,0,0,2257365228
 01/10  23:00:00,11.35,60.16666667,0.625,0,0,1257683968
 01/10  24:00:00,10.80833333,63.91666667,0,0,0,1079970836
 01/11  01:00:00,9.9,68.91666667,0,0,0,1035970928
 01/11  02:00:00,9.4,71,0,0,0,1035970929
 01/11  03:00:00,9.4,71,1.225,0,0,1035970930
 01/11  04:00:00,9.108333333,71,2.683333333,0,0,1035970930
 01/11  05:00:00,8.9,69.83333333,3.1,0,0,1079970842
 01/11  06:00:00,9.191666667,67.25,3.683333333,0,0,1257688787
 01/11  07:00:00,9.75,63.08333333,4.1,0,0,1549636766
 01/11  08:00:00,10,61,3.808333333,10.16666667,0,1903480034
 01/11  09:00:00,10.35,59.83333333,3.6,56.25,0,3783693461
 01/11  10:00:00,11.24166667,55.5,3.6,109.6666667,0.333333333,3651387544
 01/11  11:00:00,11.99166667,53,3.6,205.6666667,9.333333333,3475078218
 01/11  12:00:00,13.19166667,49.5,3.6,301.5833333,51.91666667,3826884251
 01/11  13:00:00,14.89166667,44.66666667,2.725,318,96.16666667,3753468921
 01/11  14:00:00,15.89166667,41.25,2.975,278.4166667,89.58333333,4002922323
 01/11  15:00:00,16.74166667,38.25,3.308333333,215.75,14.16666667,4063125145
 01/11  16:00:00,16.90833333,38.75,2.166666667,167.9166667,20.33333333,4081227068
 01/11  17:00:00,16.7,40,0.625,87.41666667,21.66666667,4242648423
 01/11  18:00:00,16.05833333,42.33333333,0,12.83333333,10.16666667,3882355077
 01/11  19:00:00,14.60833333,48.08333333,0.583333333,0,0,3158730599
 01/11  20:00:00,13.25833333,53.33333333,1.641666667,0,0,2983596000
 01/11  21:00:00,12.15833333,57.33333333,2.1,0,0,2294329600
 01/11  22:00:00,11.35,60.16666667,2.391666667,0,0,1998263071
 01/11  23:00:00,10.45833333,63.91666667,1.083333333,0,0,1257683974
 01/11  24:00:00,9.358333333,70.66666667,1.225,0,0,1079970842
 01/12  01:00:00,8.258333333,75.75,1.75,0,0,1035970928
 01/12  02:00:00,7.45,77,1.85,0,0,1035970929
 01/12  03:00:00,7.2,77,2.1,0,0,1035970927
 01/12  04:00:00,6.558333333,78.75,1.75,0,0,1035970927
 01/12  05:00:00,6.1,80,2.433333333,0,0,1079970841
 01/12  06:00:00,5.458333333,81.75,1.291666667,0,0,1257688812
 01/12  07:00:00,5.35,80.66666667,1.225,0,0,1551711848
 01/12  08:00:00,5.6,79,1.75,7,108.1666667,1904646497
 01/12  09:00:00,7.175,71.41666667,1.5,32.75,523.8333333,3783609550
 01/12  10:00:00,9.933333333,58.41666667,2.141666667,38.08333333,755.5833333,3651054316
 01/12  11:00:00,12.73333333,48.91666667,2.308333333,64.25,853.4166667,3709807978
 01/12  12:00:00,15.53333333,41.33333333,1.75,87.83333333,873,3989682668
 01/12  13:00:00,17.98333333,32.16666667,2.141666667,90.75,906.25,3931033366
 01/12  14:00:00,19.54166667,26.25,3.183333333,90.58333333,918.5833333,4135736039
 01/12  15:00:00,20.35,23.83333333,3.016666667,89.41666667,877.6666667,4148400827
 01/12  16:00:00,20.89166667,22.41666667,2.308333333,74,756.3333333,4156868282
 01/12  17:00:00,20.80833333,22,2.1,58.16666667,419.6666667,4319332059
 01/12  18:00:00,19.60833333,23.75,2.1,6.583333333,82.91666667,3974444028
 01/12  19:00:00,17.61666667,30.25,2.391666667,0,0,3322181080
 01/12  20:00:00,15.06666667,41,2.308333333,0,0,3098306561
 01/12  21:00:00,13.25833333,46.58333333,1.75,0,0,2443693150
 01/12  22:00:00,12.45,48.16666667,1.5,0,0,2260539201
 01/12  23:00:00,11.26666667,53.66666667,1.85,0,0,1257683975
 01/12  24:00:00,9.9,59.33333333,0.875,0,0,1079970843
 01/13  01:00:00,9.108333333,58.08333333,0,0,0,1035970935
 01/13  02:00:00,8.55,54.83333333,0,0,0,1035970935
 01/13  03:00:00,8.008333333,56.33333333,0,0,0,1035970936
 01/13  04:00:00,7.158333333,63.83333333,0,0,0,1035970935
 01/13  05:00:00,6.35,69.75,0,0,0,1079970848
 01/13  06:00:00,5.808333333,72.16666667,0,0,0,1257688794
 01/13  07:00:00,5.891666667,71.83333333,0.875,0,0,1550143959
 01/13  08:00:00,8.025,62.25,0.625,7.666666667,140.6666667,1903406846
 01/13  09:00:00,9.4,56,0,28.75,609.75,3783019379
 01/13  10:00:00,10.74166667,50.75,0,42.83333333,818.9166667,3651131303
 01/13  11:00:00,13.275,41.75,0,54.16666667,909.9166667,3790071759
 01/13  12:00:00,16.03333333,31,1.516666667,63.58333333,948.1666667,4026026207
 01/13  13:00:00,17.84166667,24.25,2.891666667,84.25,933.25,3919113699
 01/13  14:00:00,19.29166667,22.41666667,2.516666667,115.25,876.0833333,4127517105
 01/13  15:00:00,20,21.41666667,2.391666667,133.25,738,4140051818
 01/13  16:00:00,20,21,2.6,129.4166667,431.4166667,4129771688
 01/13  17:00:00,19.35833333,26.83333333,3.766666667,78.25,251.1666667,4297152973
 01/13  18:00:00,17.61666667,33.33333333,3.433333333,16.16666667,67.33333333,3954724737
 01/13  19:00:00,15.70833333,37.33333333,2.891666667,0,0,3226055750
 01/13  20:00:00,14.00833333,42.5,2.516666667,0,0,3027162020
 01/13  21:00:00,12.65833333,46.16666667,1.75,0,0,2410798384
 01/13  22:00:00,11.55833333,48.16666667,2.141666667,0,0,1997598954
 01/13  23:00:00,10.80833333,47.83333333,2.308333333,0,0,1257683980
 01/13  24:00:00,9.608333333,51.08333333,2.1,0,0,1079970846
 01/14  01:00:00,8.55,56.33333333,1.75,0,0,856544319.4
 01/14  02:00:00,8.008333333,59.75,0.625,0,0,856544316.2
 01/14  03:00:00,7.45,61,0,0,0,856544315.7
 01/14  04:00:00,6.558333333,65.08333333,0,0,0,856544314.8
 01/14  05:00:00,6.45,68,1.225,0,0,900544226.5
 01/14  06:00:00,5.708333333,70.91666667,0.875,0,0,988548888.5
 01/14  07:00:00,5.35,70.08333333,0,0,0,1550261876
 01/14  08:00:00,5.6,69.75,1.225,9.5,114,1545104861
 01/14  09:00:00,6.883333333,66.33333333,1.75,36,533.1666667,2348475502
 01/14  10:00:00,10.075,51.33333333,0.625,54,763.4166667,2215835282
 01/14  11:00:00,13.975,33.08333333,1.516666667,68.25,863.5,2433915067
 01/14  12:00:00,16.88333333,22.5,2.308333333,76.75,912.9166667,2613515840
 01/14  13:00:00,18.44166667,18.25,2.1,79.41666667,930.4166667,2659710350
 01/14  14:00:00,19.89166667,16.41666667,2.391666667,76.83333333,921,2685161034
 01/14  15:00:00,21.24166667,15.41666667,1.958333333,68.5,877.4166667,1816471747
 01/14  16:00:00,21.7,14.41666667,2.141666667,55.25,781.0833333,1826296824
 01/14  17:00:00,21.7,14.58333333,2.308333333,37.58333333,557.5833333,1987810002
 01/14  18:00:00,19.71666667,19.08333333,2.1,10.41666667,115.4166667,1902882672
 01/14  19:00:00,17.36666667,23.16666667,1.75,0,0,1252546737
 01/14  20:00:00,15.70833333,27.5,1.85,0,0,1164546918
 01/14  21:00:00,14.35833333,31.16666667,2.1,0,0,1164546930
 01/14  22:00:00,13.25833333,34.91666667,2.1,0,0,1076550305
 01/14  23:00:00,12.15833333,40.5,0.875,0,0,988544055
 01/14  24:00:00,11.05833333,45.33333333,0.875,0,0,900544232.7
 01/15  01:00:00,10.6,47,1.85,0,0,856542715.6
 01/15  02:00:00,10.25,47.58333333,2.1,0,0,856542705.9
 01/15  03:00:00,9.65,45.66666667,1.75,0,0,856542703.6
 01/15  04:00:00,8.758333333,46.33333333,2.433333333,0,0,856542714.3
 01/15  05:00:00,9.291666667,42.16666667,3.1,0,0,900542629.1
 01/15  06:00:00,10,38,3.1,0,0,988547266.9
 01/15  07:00:00,9.65,39.75,2.516666667,0,0,1164542102
 01/15  08:00:00,9.75,39.25,2.683333333,14,0.666666667,1160270319
 01/15  09:00:00,9.65,41.5,2.516666667,81.58333333,3.75,1067998711
 01/15  10:00:00,10.74166667,38.75,3.266666667,176.5833333,15.75,935998983.8
 01/15  11:00:00,12.34166667,34.41666667,3.516666667,254.6666667,31,759999341.4
 01/15  12:00:00,13.73333333,32.25,3.1,289.3333333,19.75,760002550.8
 01/15  13:00:00,15.39166667,27.5,2.808333333,273.3333333,3.333333333,760002551.3
 01/15  14:00:00,16.45,26.16666667,2.891666667,228.25,0.166666667,760007387.4
 01/15  15:00:00,16.7,27.58333333,1.291666667,196.5833333,0,760002558.3
 01/15  16:00:00,16.99166667,25.66666667,1.225,143.0833333,2.166666667,759999327
 01/15  17:00:00,16.90833333,26.33333333,2.1,68.25,9.75,935998977.5
 01/15  18:00:00,16.35,29.16666667,1.75,8.166666667,1.083333333,1160270324
 01/15  19:00:00,15.45833333,32.91666667,1.5,0,0,1252541926
 01/15  20:00:00,14.65,37.33333333,1.85,0,0,1164542092
 01/15  21:00:00,13.75833333,41.91666667,2.1,0,0,1164542087
 01/15  22:00:00,13.00833333,45.75,1.75,0,0,1076547108
 01/15  23:00:00,12.8,45.83333333,2.433333333,0,0,988542439.7
 01/15  24:00:00,13.09166667,47.33333333,3.975,0,0,900542624.8
 01/16  01:00:00,12.36666667,60.66666667,3.725,0,0,856542718.5
 01/16  02:00:00,11.7,71.91666667,2.516666667,0,0,856542712.9
 01/16  03:00:00,11.35,81,1.75,0,0,856542702.9
 01/16  04:00:00,10.80833333,88.33333333,1.5,0,0,856542711.6
 01/16  05:00:00,10.6,90,3.016666667,0,0,900542630.7
 01/16  06:00:00,10.6,90,3.516666667,0,0,988547271.2
 01/16  07:00:00,10.25,91.75,3.391666667,0,0,1164542102
 01/16  08:00:00,10.35,88.91666667,3.016666667,12.16666667,0.5,1160270325
 01/16  09:00:00,10.6,84.25,2.891666667,70.25,29.25,1067998713
 01/16  10:00:00,11.53333333,79.5,2.808333333,135,147.75,935998980.3
 01/16  11:00:00,12.55,74.08333333,2.308333333,208.75,197.8333333,759999340.7
 01/16  12:00:00,13.73333333,67.91666667,2.1,247.5,434,760002553.7
 01/16  13:00:00,15.39166667,58.58333333,2.1,197.25,681.3333333,760002553.8
