Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Outdoor Air Relative Humidity [%](Hourly),Environment:Site Wind Speed [m/s](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Hourly),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Hourly),Electricity:Facility [J](Hourly)
 11/18  16:00:00,27.8,21.58333333,2.6,44.41666667,772.0833333,2068688759
 11/18  17:00:00,27.8,22,2.6,28,518.0833333,2221075617
 11/18  18:00:00,26.28333333,25.5,2.075,5,70.75,2133949291
 11/18  19:00:00,23.68333333,30.91666667,1.233333333,0,0,1252545951
 11/18  20:00:00,21.08333333,36.5,0.375,0,0,1164546129
 11/18  21:00:00,19.125,40.16666667,0,0,0,1164546127
 11/18  22:00:00,17.68333333,42.75,0,0,0,1076549289
 11/18  23:00:00,16.225,45.16666667,0,0,0,988543494.2
 11/18  24:00:00,15.13333333,46.58333333,0.583333333,0,0,900543673.5
 11/19  01:00:00,14.39166667,47.58333333,1.641666667,0,0,856542267.1
 11/19  02:00:00,13.63333333,48.58333333,2.683333333,0,0,856542264.1
 11/19  03:00:00,13.06666667,49,2.925,0,0,856542283
 11/19  04:00:00,12.725,49,2.566666667,0,0,856542265.8
 11/19  05:00:00,12.36666667,49,2.225,0,0,900542177.7
 11/19  06:00:00,12.08333333,49.58333333,2.683333333,0,0,988546506.1
 11/19  07:00:00,11.94166667,50.58333333,3.741666667,0,0,1164541667
 11/19  08:00:00,11.78333333,51.58333333,4.783333333,29.41666667,254.9166667,1067998279
 11/19  09:00:00,13.50833333,48.5,4.791666667,56.33333333,591.9166667,1067998270
 11/19  10:00:00,16.66666667,43.08333333,4.091666667,77.66666667,756.0833333,1199577729
 11/19  11:00:00,19.80833333,37.5,3.391666667,92.08333333,829.8333333,1382868076
 11/19  12:00:00,21.975,33.83333333,3.391666667,99.83333333,848.1666667,1482543912
 11/19  13:00:00,23.475,31.83333333,3.891666667,101.25,807,1446177523
 11/19  14:00:00,24.975,29.83333333,4.391666667,95.25,801.0833333,1531096317
 11/19  15:00:00,25.48333333,28.41666667,4.016666667,91.91666667,729.4166667,1467237015
 11/19  16:00:00,25.28333333,28,2.958333333,66.41666667,622.1666667,1529145240
 11/19  17:00:00,25.08333333,27.41666667,1.916666667,40,352.8333333,1626874194
 11/19  18:00:00,24.125,29.91666667,1.908333333,3.333333333,24.72222222,1625218168
 11/19  19:00:00,22.68333333,34.33333333,2.608333333,0,0,1252541466
 11/19  20:00:00,21.225,38.91666667,3.308333333,0,0,1164541664
 11/19  21:00:00,19.84166667,43.33333333,3.6,0,0,1164541662
 11/19  22:00:00,18.54166667,46.75,3.6,0,0,1076546331
 11/19  23:00:00,17.24166667,50.33333333,3.6,0,0,988541993
 11/19  24:00:00,15.94166667,54.33333333,3.483333333,0,0,900542188.4
 11/20  01:00:00,14.64166667,58.33333333,3.341666667,0,0,1035970415
 11/20  02:00:00,13.34166667,62.33333333,3.183333333,0,0,1035970405
 11/20  03:00:00,12.8,62.83333333,3.275,0,0,1035970395
 11/20  04:00:00,12.8,61.41666667,3.633333333,0,0,1035970403
 11/20  05:00:00,12.8,59.83333333,3.975,0,0,1079970323
 11/20  06:00:00,12.68333333,59,4.1,0,0,1257687954
 11/20  07:00:00,12.48333333,59,4.1,0,0,1866243465
 11/20  08:00:00,12.28333333,59,4.1,25.66666667,290.8333333,2118080844
 11/20  09:00:00,13.71666667,54.91666667,3.925,47.16666667,646,4171079276
 11/20  10:00:00,16.31666667,48.5,3.566666667,64.66666667,801.0833333,4223009127
 11/20  11:00:00,18.91666667,41.91666667,3.225,77.08333333,866,4147694607
 11/20  12:00:00,20.64166667,36.66666667,2.983333333,83.58333333,900.0833333,4190333499
 11/20  13:00:00,21.74166667,33.25,2.841666667,84.25,906.0833333,4055316946
 11/20  14:00:00,22.84166667,29.66666667,2.683333333,79.66666667,887.6666667,4283078111
 11/20  15:00:00,23.18333333,28.58333333,2.716666667,69.16666667,830.9166667,4301439639
 11/20  16:00:00,23.04166667,29.58333333,2.858333333,53.16666667,708.6666667,4290064873
 11/20  17:00:00,22.88333333,30.58333333,3.016666667,33.08333333,445.1666667,4444062586
 11/20  18:00:00,21.69166667,34.5,2.691666667,3,33.44444444,4112404270
 11/20  19:00:00,19.85,41.08333333,1.991666667,0,0,3393641118
 11/20  20:00:00,17.99166667,47.5,1.291666667,0,0,3278109246
 11/20  21:00:00,16.44166667,50.58333333,1.408333333,0,0,2676128340
 11/20  22:00:00,15.14166667,51.58333333,2.108333333,0,0,2485588442
 11/20  23:00:00,13.84166667,52.58333333,2.808333333,0,0,1257683448
 11/20  24:00:00,13.00833333,53.58333333,3.275,0,0,1079970307
 11/21  01:00:00,12.45,55.16666667,3.633333333,0,0,1035970422
 11/21  02:00:00,11.90833333,56.58333333,3.975,0,0,1035970428
 11/21  03:00:00,11.7,57,3.925,0,0,1035970431
 11/21  04:00:00,11.7,57,3.566666667,0,0,1035970421
 11/21  05:00:00,11.7,57,3.225,0,0,1079970324
 11/21  06:00:00,11.93333333,56.41666667,3.216666667,0,0,1257687996
 11/21  07:00:00,12.275,56,3.358333333,0,0,1717389595
 11/21  08:00:00,12.63333333,55.41666667,3.516666667,34.58333333,7.166666667,2133007592
 11/21  09:00:00,13.96666667,52.66666667,3.425,97.08333333,41.91666667,4183546237
 11/21  10:00:00,16.025,48.08333333,3.066666667,182.5,59.41666667,4196129528
 11/21  11:00:00,18.06666667,43.66666667,2.725,248.9166667,72.5,4119697079
 11/21  12:00:00,19.54166667,39.66666667,2.6,333.0833333,78.41666667,4145528346
 11/21  13:00:00,20.64166667,36.25,2.6,290.5833333,104.1666667,3982599827
 11/21  14:00:00,21.74166667,32.66666667,2.6,258.4166667,106.25,4181338028
 11/21  15:00:00,22.08333333,32.16666667,2.6,202.4166667,62.08333333,4195358615
 11/21  16:00:00,21.94166667,33.58333333,2.6,132,39,4196753490
 11/21  17:00:00,21.78333333,35.16666667,2.6,52.5,50,4372905086
 11/21  18:00:00,21.05833333,40.66666667,2.308333333,3.611111111,3.611111111,4150741225
 11/21  19:00:00,19.9,49.25,1.75,0,0,3442126343
 11/21  20:00:00,18.75833333,57.66666667,1.208333333,0,0,3331746443
 11/21  21:00:00,17.54166667,66.83333333,1.291666667,0,0,2773935370
 11/21  22:00:00,16.24166667,76.25,1.85,0,0,2613934792
 11/21  23:00:00,14.94166667,85.83333333,2.391666667,0,0,1257683458
 11/21  24:00:00,14.28333333,91.16666667,2.775,0,0,1079970335
 11/22  01:00:00,14.14166667,93.75,3.133333333,0,0,1035970447
 11/22  02:00:00,13.98333333,96.16666667,3.475,0,0,1035970445
 11/22  03:00:00,13.9,96.41666667,3.425,0,0,1035970436
 11/22  04:00:00,13.9,94.83333333,3.066666667,0,0,1035970429
 11/22  05:00:00,13.9,93.41666667,2.725,0,0,1079970351
 11/22  06:00:00,13.78333333,93.58333333,2.775,0,0,1257688017
 11/22  07:00:00,13.58333333,95.16666667,3.133333333,0,0,2005587197
 11/22  08:00:00,13.38333333,96.58333333,3.475,49.91666667,12.91666667,2245643094
 11/22  09:00:00,13.94166667,94.08333333,3.775,128.4166667,41.66666667,4283279596
 11/22  10:00:00,15.1,89.66666667,4.133333333,203.9166667,106.1666667,4302487622
 11/22  11:00:00,16.24166667,85.08333333,4.475,276.3333333,265.5,4185744978
 11/22  12:00:00,17.225,78.33333333,4.191666667,238.6666667,391.4166667,4201496042
 11/22  13:00:00,18.125,70.33333333,3.55,201.25,525.3333333,4017560042
 11/22  14:00:00,19.025,62.33333333,2.891666667,209.8333333,466.9166667,4198558640
 11/22  15:00:00,19.4,59,2.716666667,160,382.25,4201483833
 11/22  16:00:00,19.4,59,2.858333333,104.5833333,423.6666667,4202246391
 11/22  17:00:00,19.4,59,3.016666667,44.91666667,235.8333333,4375912511
 11/22  18:00:00,18.99166667,60.75,2.808333333,3.333333333,15.66666667,4110469584
 11/22  19:00:00,18.23333333,63.16666667,2.25,0,0,3412627481
 11/22  20:00:00,17.49166667,65.75,1.708333333,0,0,3310580042
 11/22  21:00:00,16.44166667,71.66666667,1.733333333,0,0,2717240519
 11/22  22:00:00,15.14166667,79.08333333,2.075,0,0,2517204612
 11/22  23:00:00,13.84166667,86.66666667,2.433333333,0,0,1257683477
 11/22  24:00:00,13.06666667,91.16666667,2.483333333,0,0,1079970345
 11/23  01:00:00,12.725,93.16666667,2.341666667,0,0,856542333.4
 11/23  02:00:00,12.36666667,95.16666667,2.183333333,0,0,856542331.8
 11/23  03:00:00,12.2,96,1.691666667,0,0,856542311.6
 11/23  04:00:00,12.2,96,0.991666667,0,0,856542332.5
 11/23  05:00:00,12.2,96,0.291666667,0,0,900542245.4
 11/23  06:00:00,12.2,95.41666667,0.408333333,0,0,988546600.7
 11/23  07:00:00,12.2,94.41666667,1.108333333,0,0,1164541697
 11/23  08:00:00,12.2,93.41666667,1.808333333,29.5,3.722222222,1098755535
 11/23  09:00:00,12.84166667,91.25,1.691666667,90.41666667,6.083333333,1067998345
 11/23  10:00:00,14,87.66666667,0.991666667,148.5833333,3,935998586.6
 11/23  11:00:00,15.14166667,84.25,0.291666667,188.9166667,17.33333333,759998949.1
 11/23  12:00:00,16.24166667,78.33333333,0.816666667,244.9166667,114.25,760001977.3
 11/23  13:00:00,17.34166667,69.75,2.158333333,299,235.5,760001978.4
 11/23  14:00:00,18.44166667,61.33333333,3.516666667,250.3333333,271,760006510.2
 11/23  15:00:00,18.9,57.41666667,3.808333333,198.9166667,296.75,760001975
 11/23  16:00:00,18.9,57,3.308333333,149.0833333,230.9166667,759998956.6
 11/23  17:00:00,18.9,56.41666667,2.808333333,64.08333333,49.41666667,935998605.8
 11/23  18:00:00,18.14166667,61.25,2.483333333,4.833333333,2.611111111,1221784320
 11/23  19:00:00,16.84166667,70.25,2.341666667,0,0,1252541540
 11/23  20:00:00,15.54166667,79.25,2.183333333,0,0,1164541718
 11/23  21:00:00,14.475,84.75,2.275,0,0,1164541696
 11/23  22:00:00,13.51666667,88.33333333,2.633333333,0,0,1076546428
 11/23  23:00:00,12.575,91.75,2.975,0,0,988542061.4
 11/23  24:00:00,11.90833333,93.58333333,3.1,0,0,900542248.9
 11/24  01:00:00,11.35,94.58333333,3.1,0,0,1035970470
 11/24  02:00:00,10.80833333,95.58333333,3.1,0,0,1035970463
 11/24  03:00:00,10.36666667,96.58333333,2.808333333,0,0,1035970470
 11/24  04:00:00,9.966666667,98.16666667,2.25,0,0,1035970476
 11/24  05:00:00,9.566666667,99.58333333,1.708333333,0,0,1079970391
 11/24  06:00:00,9.283333333,98.83333333,1.616666667,0,0,1257688057
 11/24  07:00:00,9.141666667,96.25,1.816666667,0,0,1552526833
 11/24  08:00:00,8.983333333,93.83333333,2.016666667,20.41666667,265.6111111,1841221328
 11/24  09:00:00,10.41666667,87.75,1.691666667,43.08333333,636.25,3782816043
 11/24  10:00:00,13.01666667,79.33333333,0.991666667,59.58333333,797.75,3959926181
 11/24  11:00:00,15.61666667,70.75,0.291666667,71.33333333,855.4166667,4048216811
 11/24  12:00:00,17.34166667,63.5,0,86,832.25,4170801616
 11/24  13:00:00,18.44166667,57.5,0,122.6666667,745.75,4014306086
 11/24  14:00:00,19.54166667,51.5,0,128.5833333,584.9166667,4213984369
 11/24  15:00:00,20,48.41666667,0.525,99.83333333,675.0833333,4226534656
 11/24  16:00:00,20,48,1.366666667,55.58333333,651.4166667,4224819623
 11/24  17:00:00,20,47.41666667,2.225,30.66666667,439.6666667,4395402800
 11/24  18:00:00,19.00833333,51.66666667,2.483333333,2.722222222,31.33333333,4108827464
 11/24  19:00:00,17.36666667,60.25,2.341666667,0,0,3390427253
 11/24  20:00:00,15.70833333,68.66666667,2.183333333,0,0,3188959258
 11/24  21:00:00,14.24166667,75.5,2.1,0,0,2530476460
 11/24  22:00:00,12.94166667,80.91666667,2.1,0,0,2344605159
 11/24  23:00:00,11.64166667,86.5,2.1,0,0,1257683524
 11/24  24:00:00,10.86666667,89,2.1,0,0,1079970389
 11/25  01:00:00,10.525,89,2.1,0,0,856543862.4
 11/25  02:00:00,10.16666667,89,2.1,0,0,856543863
 11/25  03:00:00,9.65,90.16666667,2.275,0,0,856543871.8
 11/25  04:00:00,9.108333333,92.75,2.633333333,0,0,856543877.7
 11/25  05:00:00,8.55,95.16666667,2.975,0,0,900543788.1
 11/25  06:00:00,8.183333333,95.41666667,2.808333333,0,0,988548156.8
 11/25  07:00:00,8.041666667,94.41666667,2.25,0,0,1550559979
 11/25  08:00:00,7.883333333,93.41666667,1.708333333,26.66666667,219.2777778,1482455926
 11/25  09:00:00,9.608333333,86,1.733333333,62.5,536.8333333,2347771007
 11/25  10:00:00,12.76666667,73.41666667,2.075,60.08333333,753.0833333,2464205796
 11/25  11:00:00,15.90833333,61,2.433333333,69.91666667,870.25,2619664961
 11/25  12:00:00,17.95833333,51.91666667,2.075,75.83333333,903.6666667,2742150592
 11/25  13:00:00,19.25833333,45.5,1.233333333,77.16666667,912,2779864393
 11/25  14:00:00,20.55833333,38.91666667,0.375,72.66666667,891.5,2755148647
 11/25  15:00:00,21.1,36.58333333,0.291666667,62.5,837,1864627639
 11/25  16:00:00,21.1,37.58333333,0.791666667,48.16666667,716.6666667,1857137123
 11/25  17:00:00,21.1,38.58333333,1.291666667,29.5,449.0833333,2022500939
 11/25  18:00:00,20.05,43.66666667,1.5,2.666666667,31.61111111,2076222747
 11/25  19:00:00,18.19166667,52.25,1.5,0,0,1252546116
 11/25  20:00:00,16.35,60.66666667,1.5,0,0,1164546293
 11/25  21:00:00,15.075,66.91666667,1.616666667,0,0,1164546295
 11/25  22:00:00,14.11666667,72.5,1.816666667,0,0,1076549524
 11/25  23:00:00,13.175,77.91666667,2.016666667,0,0,988543602.1
 11/25  24:00:00,12.39166667,81.75,1.983333333,0,0,900543773.1
 11/26  01:00:00,11.63333333,84.75,1.783333333,0,0,856542366.6
 11/26  02:00:00,10.89166667,87.75,1.583333333,0,0,856542373.7
 11/26  03:00:00,10.6,88.41666667,1.383333333,0,0,856542352.2
 11/26  04:00:00,10.6,87.41666667,1.241666667,0,0,856542363.9
 11/26  05:00:00,10.6,86.41666667,1.083333333,0,0,900542286.7
 11/26  06:00:00,10.83333333,86,1,0,0,988546665.2
 11/26  07:00:00,11.175,86,1,0,0,1164541747
 11/26  08:00:00,11.53333333,86,1,39.69444444,8.111111111,1098755562
 11/26  09:00:00,12.98333333,79.58333333,1.291666667,101.4166667,41.58333333,1067998381
 11/26  10:00:00,15.18333333,68,1.85,145.25,61.25,935998639.3
 11/26  11:00:00,17.38333333,56.58333333,2.391666667,250.4166667,112.9166667,759998975.4
 11/26  12:00:00,19.29166667,49.08333333,2.716666667,239.8333333,349.0833333,760002033.3
 11/26  13:00:00,20.93333333,44.66666667,2.858333333,197.8333333,416.5833333,1105322248
 11/26  14:00:00,22.59166667,40.08333333,3.016666667,140.0833333,633.9166667,1391191669
 11/26  15:00:00,23.18333333,39.16666667,2.925,152.25,410.3333333,1443096388
 11/26  16:00:00,23.04166667,41.16666667,2.566666667,132.5833333,199.4166667,759998979.3
 11/26  17:00:00,22.88333333,43.16666667,2.225,55.58333333,60.41666667,935998645.6
 11/26  18:00:00,22.275,46.33333333,2.216666667,4,4.777777778,1221784375
 11/26  19:00:00,21.31666667,50.91666667,2.358333333,0,0,1252541561
 11/26  20:00:00,20.375,55.33333333,2.516666667,0,0,1164541756
 11/26  21:00:00,19.125,64,3.183333333,0,0,1164541755
 11/26  22:00:00,17.68333333,76,4.241666667,0,0,1076546493
 11/26  23:00:00,16.225,88,5.283333333,0,0,988542087.2
 11/26  24:00:00,15.6,92.41666667,5.116666667,0,0,900542275.3
 11/27  01:00:00,15.6,91.41666667,4.058333333,0,0,1035970526
 11/27  02:00:00,15.6,90.41666667,3.016666667,0,0,1035970524
 11/27  03:00:00,15.48333333,89.41666667,3.125,0,0,1035970516
 11/27  04:00:00,15.28333333,87.83333333,3.966666667,0,0,1035970510
 11/27  05:00:00,15.08333333,86.41666667,4.825,0,0,1079970429
 11/27  06:00:00,14.76666667,87.16666667,4.908333333,0,0,1257688148
 11/27  07:00:00,14.425,89.75,4.35,0,0,2062202081
 11/27  08:00:00,14.06666667,92.16666667,3.808333333,30.58333333,2.333333333,2330241414
 11/27  09:00:00,14.65833333,88.33333333,3.308333333,108.8333333,20.66666667,4312097497
 11/27  10:00:00,15.95833333,80.91666667,2.808333333,184.5,68.41666667,4290469338
 11/27  11:00:00,17.25833333,73.33333333,2.308333333,241.0833333,123.6666667,4167686900
 11/27  12:00:00,18.03333333,68.25,1.983333333,249.3333333,132.1666667,4174929546
 11/27  13:00:00,18.375,65.25,1.783333333,312.5833333,146,4000408994
 11/27  14:00:00,18.73333333,62.25,1.583333333,269.9166667,170.8333333,4185348014
 11/27  15:00:00,18.9,61.58333333,1.616666667,165.5,111.1666667,4187584763
 11/27  16:00:00,18.9,63.16666667,1.816666667,119.0833333,35,4188517923
 11/27  17:00:00,18.9,64.58333333,2.016666667,52.58333333,42.58333333,4367288979
 11/27  18:00:00,18.49166667,67.33333333,2.1,3.888888889,3.222222222,4112902297
 11/27  19:00:00,17.73333333,71.33333333,2.1,0,0,3415990861
 11/27  20:00:00,16.99166667,75.33333333,2.1,0,0,3317385049
 11/27  21:00:00,16.05833333,79.91666667,1.691666667,0,0,2726404333
 11/27  22:00:00,14.9,85.5,0.991666667,0,0,2518111993
 11/27  23:00:00,13.75833333,90.91666667,0.291666667,0,0,1257683560
 11/27  24:00:00,13.3,93,0,0,0,1079970434
 11/28  01:00:00,13.3,93,0,0,0,1035970540
 11/28  02:00:00,13.3,93,0,0,0,1035970539
 11/28  03:00:00,12.89166667,93,0.408333333,0,0,1035970531
 11/28  04:00:00,12.13333333,93,1.108333333,0,0,1035970525
 11/28  05:00:00,11.39166667,93,1.808333333,0,0,1079970444
 11/28  06:00:00,10.75,94.16666667,2.508333333,0,0,1257688173
 11/28  07:00:00,10.20833333,96.75,3.15,0,0,1550022189
 11/28  08:00:00,9.65,99.16666667,3.808333333,38.88888889,41.11111111,1841195262
 11/28  09:00:00,10.04166667,99.41666667,3.925,109.75,109.6666667,3783053605
 11/28  10:00:00,11.2,98.41666667,3.566666667,187.9166667,118.6666667,3702172539
 11/28  11:00:00,12.34166667,97.41666667,3.225,250.5833333,307.6666667,3636398667
 11/28  12:00:00,13.96666667,90.58333333,3.216666667,181.8333333,576.5,3898954056
 11/28  13:00:00,16.025,80.16666667,3.358333333,143.8333333,733.75,3933524430
 11/28  14:00:00,18.06666667,69.58333333,3.516666667,86.25,814.4166667,4193105933
 11/28  15:00:00,18.78333333,64.41666667,3.6,128.75,444.5,4193777480
 11/28  16:00:00,18.58333333,62.83333333,3.6,122.9166667,141.8333333,4183081926
 11/28  17:00:00,18.38333333,61.41666667,3.6,44.25,17.5,4353666694
 11/28  18:00:00,18.00833333,65.08333333,3.308333333,3.5,0.555555556,4094890599
 11/28  19:00:00,17.45,71.5,2.808333333,0,0,3404567673
 11/28  20:00:00,16.90833333,78.08333333,2.308333333,0,0,3327493669
 11/28  21:00:00,15.70833333,83.33333333,3.266666667,0,0,2722260738
 11/28  22:00:00,14.06666667,87.33333333,5.325,0,0,2432217213
 11/28  23:00:00,12.40833333,91.33333333,7.366666667,0,0,1257683578
 11/28  24:00:00,11.35,93,7.383333333,0,0,1079970438
 11/29  01:00:00,10.80833333,93,6.041666667,0,0,1035970544
 11/29  02:00:00,10.25,93,4.683333333,0,0,1035970551
 11/29  03:00:00,9.65,88.91666667,4.508333333,0,0,1035970556
 11/29  04:00:00,9.108333333,81.33333333,5.208333333,0,0,1035970554
 11/29  05:00:00,8.55,73.91666667,5.908333333,0,0,1079970460
 11/29  06:00:00,8.008333333,73.91666667,5.266666667,0,0,1257688185
 11/29  07:00:00,7.45,78.91666667,3.725,0,0,1550785157
 11/29  08:00:00,6.908333333,83.91666667,2.166666667,24.55555556,170.8888889,1841744001
 11/29  09:00:00,7.575,80.75,1.733333333,64.41666667,445.25,3783136793
 11/29  10:00:00,9.016666667,71.75,2.075,93.08333333,636.3333333,3650833653
 11/29  11:00:00,10.475,62.75,2.433333333,113.25,732.9166667,3475504316
 11/29  12:00:00,11.50833333,56.66666667,2.6,124.3333333,774.5,3480227564
 11/29  13:00:00,12.26666667,52.66666667,2.6,125.8333333,782.8333333,3460650493
 11/29  14:00:00,13.00833333,48.66666667,2.6,118.8333333,755.25,3828641533
 11/29  15:00:00,13.3,47.58333333,2.716666667,102.1666667,686.25,3845777325
 11/29  16:00:00,13.3,49.16666667,2.858333333,76.75,532.3333333,3840260700
 11/29  17:00:00,13.3,50.58333333,3.016666667,44,266.6666667,4010657773
 11/29  18:00:00,12.65833333,56.25,3.1,3.555555556,19.11111111,3723997439
 11/29  19:00:00,11.55833333,64.66666667,3.1,0,0,2917361218
 11/29  20:00:00,10.45833333,73.25,3.1,0,0,2675248747
 11/29  21:00:00,9.65,78.16666667,2.925,0,0,2085918755
 11/29  22:00:00,9.108333333,80.16666667,2.566666667,0,0,1998098371
 11/29  23:00:00,8.55,82.16666667,2.225,0,0,1257683588
 11/29  24:00:00,7.891666667,84.16666667,1.691666667,0,0,1079970461
 11/30  01:00:00,7.133333333,86.16666667,0.991666667,0,0,1035970569
 11/30  02:00:00,6.391666667,88.16666667,0.291666667,0,0,1035970570
 11/30  03:00:00,5.866666667,89,0,0,0,1035970566
 11/30  04:00:00,5.525,89,0,0,0,1035970556
 11/30  05:00:00,5.166666667,89,0,0,0,1079970468
 11/30  06:00:00,5,89.58333333,0,0,0,1257688223
 11/30  07:00:00,5,90.58333333,0,0,0,1551087373
 11/30  08:00:00,5,91.58333333,0,20.63888889,222.4166667,1842219846
 11/30  09:00:00,6.4,86.16666667,0.991666667,57.83333333,514.3333333,3783328695
 11/30  10:00:00,8.8,75.58333333,2.75,116.4166667,548.0833333,3651024864
 11/30  11:00:00,11.2,65.16666667,4.491666667,177.5833333,573.3333333,3474906348
 11/30  12:00:00,12.84166667,57.5,4.791666667,171.0833333,673.5,3785392970
 11/30  13:00:00,14,51.5,4.091666667,173,676.3333333,3705051440
 11/30  14:00:00,15.14166667,45.5,3.391666667,185.75,606.4166667,3967741793
 11/30  15:00:00,15.36666667,45.33333333,3.1,144.9166667,605.0833333,3988090250
 11/30  16:00:00,14.96666667,49.33333333,3.1,115.25,364.25,3950359760
 11/30  17:00:00,14.56666667,53.33333333,3.1,61.41666667,155.5833333,4096338752
 11/30  18:00:00,13.40833333,60.83333333,2.516666667,4.777777778,11.66666667,3769808496
 11/30  19:00:00,11.59166667,70.25,1.575,0,0,2763122317
 11/30  20:00:00,9.925,76.91666667,0.85,0,0,2623837209
 11/30  21:00:00,8.95,77.83333333,1.125,0,0,2085972417
 11/30  22:00:00,8.525,75.83333333,1.791666667,0,0,1998199742
 11/30  23:00:00,8.341666667,72.66666667,2.175,0,0,1257683601
 11/30  24:00:00,8.475,68.66666667,2.241666667,0,0,1079970474
 12/01  01:00:00,9.066666667,62.91666667,2.2,0,0,1035970581
 12/01  02:00:00,9.341666667,59.41666667,2.2,0,0,1035970584
 12/01  03:00:00,9.358333333,57.25,2.2,0,0,1035970582
 12/01  04:00:00,9.283333333,54.83333333,1.441666667,0,0,1035970575
 12/01  05:00:00,8.791666667,55.75,0.725,0,0,1079970482
 12/01  06:00:00,8.966666667,54.66666667,1.475,0,0,1257688245
 12/01  07:00:00,8.716666667,53.58333333,1.75,0,0,1550096440
 12/01  08:00:00,9.291666667,51.66666667,1.85,7.472222222,238.75,1841851111
 12/01  09:00:00,11.28333333,47.08333333,2.391666667,18.41666667,650.9166667,3834505521
 12/01  10:00:00,13.48333333,41.5,2.891666667,27.5,825.6666667,4018085560
 12/01  11:00:00,16.03333333,34.33333333,3.1,40.41666667,904.6666667,4008803511
 12/01  12:00:00,18.19166667,29.83333333,2.808333333,54.08333333,934.3333333,4108988404
 12/01  13:00:00,19.19166667,29.58333333,1.958333333,61,928,3955699659
 12/01  14:00:00,20.39166667,28.25,1.85,61,896.9166667,4163637573
 12/01  15:00:00,21.45,25.83333333,2.391666667,63.58333333,827.1666667,4194843085
 12/01  16:00:00,21.7,25,2.891666667,57,652,4192068777
 12/01  17:00:00,21.05833333,26.16666667,3.391666667,37.91666667,262.25,4333442679
 12/01  18:00:00,19.25833333,28.16666667,2.725,2.444444444,17.66666667,4040190870
 12/01  19:00:00,17.36666667,31.91666667,0.875,0,0,3321039437
 12/01  20:00:00,15.70833333,36.33333333,0,0,0,3137070144
 12/01  21:00:00,14.35833333,39.16666667,0,0,0,2508774708
 12/01  22:00:00,13.9,39.41666667,0,0,0,2389675551
 12/01  23:00:00,12.90833333,43.66666667,0,0,0,1257683627
 12/01  24:00:00,11.55833333,47,0.875,0,0,1079970489
 12/02  01:00:00,10.80833333,47,1.5,0,0,856543966.9
 12/02  02:00:00,10.25,51.08333333,1.5,0,0,856543968.8
 12/02  03:00:00,9.358333333,51.66666667,0.625,0,0,856543975.2
 12/02  04:00:00,8.55,52.33333333,0,0,0,856543979.4
 12/02  05:00:00,8.65,56.91666667,1.225,0,0,900543892.7
 12/02  06:00:00,8.258333333,64.25,1.75,0,0,988548321.3
 12/02  07:00:00,7.45,68,2.141666667,0,0,1549619516
 12/02  08:00:00,7.2,66.83333333,2.308333333,10.25,213.7777778,1482978436
 12/02  09:00:00,8.833333333,61.91666667,2.683333333,26.16666667,624.5833333,2373839702
 12/02  10:00:00,11.925,50.83333333,2.516666667,32.83333333,819,2356959382
 12/02  11:00:00,14.29166667,41.5,0.875,45.41666667,892.3333333,2460049792
 12/02  12:00:00,16.28333333,36.66666667,1.225,59.25,916.3333333,2608668154
 12/02  13:00:00,18.19166667,31.5,2.1,68.41666667,925.1666667,2679995190
 12/02  14:00:00,19.19166667,27.25,3.266666667,73.75,893.3333333,2693330923
 12/02  15:00:00,20.39166667,21.33333333,3.225,68.83333333,850.25,1803891820
 12/02  16:00:00,21.45,16.83333333,2.891666667,55.58333333,688.5833333,1815929793
 12/02  17:00:00,21.05833333,17.16666667,3.975,39.16666667,287.5833333,1974559555
 12/02  18:00:00,18.96666667,20.91666667,3.433333333,2.555555556,19.88888889,1958959036
 12/02  19:00:00,16.80833333,24.16666667,1.083333333,0,0,1252546260
 12/02  20:00:00,15.45833333,26.16666667,0,0,0,1164546439
 12/02  21:00:00,14.65,27.58333333,0,0,0,1164546442
 12/02  22:00:00,13.11666667,29.75,0.875,0,0,1076549704
 12/02  23:00:00,12.2,35.08333333,2.141666667,0,0,988543713.8
 12/02  24:00:00,11.55833333,33.91666667,2.308333333,0,0,900543880.1
 12/03  01:00:00,10.45833333,29.83333333,2.1,0,0,856542437.7
 12/03  02:00:00,9.358333333,44.75,2.391666667,0,0,856542453.6
 12/03  03:00:00,8.55,57.16666667,1.958333333,0,0,856542448.9
 12/03  04:00:00,8.65,52.16666667,0.625,0,0,856542433
 12/03  05:00:00,8.258333333,50.33333333,0.875,0,0,900542362.2
 12/03  06:00:00,6.808333333,55.5,0.625,0,0,988546807.1
 12/03  07:00:00,6.45,58,0,0,0,1164541839
 12/03  08:00:00,7.341666667,56.83333333,0,9.777777778,194.8888889,1098755653
 12/03  09:00:00,10.075,46.66666667,0,27.16666667,589.6666667,1067998444
 12/03  10:00:00,12.98333333,33.58333333,0.875,33.91666667,761.4166667,935998725.4
 12/03  11:00:00,15.53333333,23.75,2.141666667,44.83333333,868.25,1025824394
 12/03  12:00:00,17.63333333,17.66666667,2.6,71.41666667,912.0833333,1208307358
 12/03  13:00:00,19.29166667,14.83333333,2.6,95.5,905.5,1405494226
 12/03  14:00:00,20.35,12.83333333,3.183333333,78.16666667,882.5,1351532939
